Job_title,Location,Work_environment,Work_time,Experience_level,Description,Company_name
Senior Web Developer,APAC,Remote,Full-time,Mid-Senior level,"Company Overview:

LVT is an innovative and rapidly growing tech company committed to delivering an exceptional digital experience for our clients and future-customers. Our Web Marketing team is at the forefront of this mission, continuously enhancing and optimizing our online presence. We are looking for a skilled Web Developer to join our team and provide essential support in maintaining and evolving our website and related digital properties.

Position Overview:
As a Web Developer at LVT, you will play a critical role in supporting our Web Marketing team. You will be responsible for collaborating on the development, maintenance, and optimization of our website and associated web properties. This role requires a deep understanding of front-end development, with a focus on user experience (UX), user interface (UI), and performance optimization. You will also need to navigate backend development when necessary, particularly in setting up and integrating APIs.

Requirements (in order of importance):

Availability during the hours of 9 AM - 5 PM Mountain Time, USA to provide timely support to the Web Marketing team.
Strong English communication and collaboration skills, with the ability to work closely with team members and external partners.
Excellent problem-solving skills with a keen attention to detail.
Superior front-end development skills: Expertise in HTML, CSS, and JavaScript.
Experience with API integrations and the ability to work with custom code to enhance existing website functionality.
Experience with Google Search Console and a good understanding of how Core Web Vitals affect the overall site.
Proven experience as a web developer with a strong portfolio showcasing your work, particularly with Webflow.
Familiarity with CRM tools, such as HubSpot, and experience in optimizing landing pages and forms, using CSS to enhance these experiences.
Design skills: Good understanding of design principles and the ability to translate designs into functional web pages.

Preferred Qualifications:
Base-line understanding of backend technologies (PHP, C++, SQL, etc.)
Basic understanding of Google Analytics 4 (GA4) and how to leverage it for site improvements.
Experience with user-testing tools like FullStory and heat-mapping technologies.
Proficiency in Webflow is a must, with a willingness to work on other platforms like WordPress, Wix, and Framer if/when necessary.
Proficient in Figma's dev export options.

Key Responsibilities (in order of importance):
Under direction from the Web Marketing Manager-
Work closely with the Web Marketing Manager, providing updates on project progress and addressing any challenges.
Collaborate with other LVT employees and external Web contractors, particularly those to ensure consistent and high-quality web development.
Implement custom HTML, CSS, and JavaScript code when needed to support more complex website functionalities that cannot be achieved through Webflow alone.
Work with various software applications and APIs to integrate elements into the Webflow site, ensuring seamless functionality and user experience.
Quickly address and resolve any technical issues or glitches that arise, ensuring minimal downtime.
Regularly help audit the website for technical issues, loading speeds, and other performance metrics, reporting on changes and making necessary improvements
Utilize Google Search Console and Core Web Vitals to monitor site health, troubleshoot indexing issues, and improve overall site performance.
Optimize landing pages within HubSpot using strong CSS skills to manipulate themes and profiles.
With collaboration from the Web Marketing Team, maintain and enhance the company's main website, ensuring it remains fully functional, up-to-date, and optimized for performance.
Collaborate with the Web Marketing Manager and LVT design teams to translate Figma mockups, designs, and prototypes into fully functioning web pages
Provide insights and recommendations to enhance user experience and SEO rankings.
Ensure the website meets ADA compliance standards, making it accessible for all users.
Assist in the implementation of cookie consent mechanisms and other privacy-related features in compliance with GDPR and other relevant laws.

Location: Remote (Must be available during 9 AM - 5 PM Mountain Time, USA)
Department: Web Marketing",Enzo
爬虫工程师(Python)｜Crawler Engineer,APAC,Remote,Full-time,Mid-Senior level,"我们的愿景
作为全球⼗⼤数位资产交易所之⼀（仍在上升🚀），我们在交易、安全性和区块链产品创新⽅⾯提供⼀流的服务体验。我们的⽬标是让所有⼈都能参与加密市场的建设中来，使得最前沿的、最有潜⼒的加密货币项⽬得以安全上线并交易。你有兴趣加⼊这样⼀⽀去中⼼化团队吗？

团队介绍
产品研发团队自成立以来一直秉持着用户至上、安全至上的理念，产品不断更新迭代，技术稳中求新。加入产研团队，你将和一群业内一流的技术伙伴一起，打磨高性能、高可靠、创新不断的全球Top5的平台，在这里，你的发展空间无限，未来可期。我们正在全球招募更多优秀的志同道合的朋友加入我们，我们理想的候选人：积极主动，逻辑能力较好，有着良好的团队合作和沟通协调能力；具有一定专研精神，敢于挑战自我，勇于解决各种未知问题。

岗位描述
1、主要负责数据采集、数据清洗、系统开发

岗位要求
1、本科及以上学历，3年及以上数据业务优先；
2、熟练Python，熟悉scrapy，requests等爬虫框架及HTTP工具
3、熟悉Mysql/MongoDB/Redis
4、熟悉JS，常见反爬机制
5、熟悉高并发编程，有海量数据处理经验优先
6、良好的抽象思维和逻辑思维，独立分析和解决问题的能力
7、性格开朗、善于沟通，有良好的自我驱动学习能力，注重效率和团队意识
8、有cloudflare攻防经验优先, 有海外网站采集经验优先

Gate价值观
我们崇尚价值⾄上的原则，您的知识、愿景和⾃主性将在这⾥充分发挥， 我们专注于使⽤最好的产品和服务来赢得全球客户的赞誉，并将去中⼼化的理念带到世界各地。我们的价值观包含正直、洞察、创新、求知与合作，在Gate.io ，我们致⼒于打造独特的Gate风格，并寻找与Gate.io价值观相契合的你。

我们的公司
Gate.io成⽴于2013年，是领先的加密货币交易所之⼀，在全球提供 与多种领先数位资产交易相关的服务。 Gate.io拥有超千万的注册⽤户，被认为是全球最安全、最可靠的加密货币平台之⼀。 Gate.io经过区块链透明度验证，根据流动性和交易量 ，⼀直稳居全球⼗⼤加密货币交易所⾏列（CoinGecko）。",Gate.io
Solutions Developer,"Dhaka, Bangladesh",Hybrid,Full-time,Associate,"In Otto International, It starts with us; Our outstanding products and services are made possible by our most valuable resource: our people. It is their skills, passion, and precision that empower our excellent, customer-centric solutions.

As a Solutions Developer at Otto International, you will play a crucial role in designing, developing and implementing software solutions to meet the business needs of our organization. You will collaborate with cross-functional teams to analyze requirements, create technical specifications, and build robust and scalable software applications. Your expertise will contribute to the success of our company’s technology initiatives and help drive innovation.


How You Will Make a Difference?

Collaborate with stakeholders to understand business requirements and translate them into technical specifications and solution designs.
Write clean, efficient, and maintainable code to develop software solutions that meet business objectives. This includes designing, coding, testing, and debugging applications using relevant programming languages and frameworks.
Integrate software solutions with existing systems, databases, and third-party applications, ensuring seamless data flow and interoperability.
Monitor, maintain and enhance existing software applications to ensure optimal performance, scalability, and reliability.
Identify and resolve technical issues, bugs and bottlenecks in a timely manner. Proactively suggest improvements and implement solutions to optimize software performance.
Work closely with cross-functional teams to ensure effective collaboration and successful project delivery.
Stay updated with the latest trends and advancements in software development and propose innovative solutions to improve business processes and outcomes.

 Who We Are Looking For?

Bachelor’s degree in Computer Science, Software Engineering or equivalent.
Proven experience as a software developer, solutions architect or a similar role with a strong track record of successful software delivery.
Proficiency in programming language such as Java, C#, Python or Javascript.
Solid understanding of software development methodologies, tools and best practices.
Familiarity with database systems and SQL and knowledge of database principles.
Strong problem solving abilities, with a logical and analytical mindset to identify and resolve software issues efficiently.
Ability to analyse complex business requirements and translate them into technical solutions.
Strong verbal and written communication skills
Strong teamwork and interpersonal skills",Otto International
PHP Developer,"Dhaka, Dhaka, Bangladesh",On-site,Full-time,Entry level,"We have started our journey in 2002 We are a one-stop destination for all your IT needs. Though headquartered in Kolkata – popularly known as the city of joy we are also present in other corners of the world like USA, Canada and UK. We comprise of qualified and licensed IT professionals who strive to attain customer satisfaction. Keyline has been the brainchild of Mr. Subrata Kundu, an IT Veteran from the Govt Art College of Kolkata. 12 years back he flocked down from Mumbai with a vision in eyes and mission in mind to set up a department in Kolkata that will offer creative and custom IT solutions worldwide. Thus, took place the birth of Keyline Creative Services. KeyLine started it’s journey in June, 2002. Subrata and a team of die-hard professionals have relentlessly worked towards the successful culmination of their goal. KeyLines belongs to that group of companies, who believe in delivering high quality products and services in the broader areas of Web, Software & Creative Designing. Keyline Creative Services is operating in Kolkata for more than 12 years and already it is NORTHBOUND. Though it is a small sized company, it has developed distinct competencies in cutting edge technologies and diverse application domains. It has already bagged many prestigious projects of web & software development, other web-enabled services, multimedia presentations (text, graphics, animation, video, audio) and computer aided designing (brochure, catalogue, press ad) etc. in and around Kolkata. We Believe in Quality and Promptness, be it people, products & services. Our approach to everything emanates from this corporate philosophy.

The Role

Your Responsibilities Will Include

Clean, efficient, well-documented code. Problem-solving skills, attention to detail. Emerging technologies & adoption of new tools ,frameworks .Optimize app performance for max speed &scalability. 
Test to identify & fix bugs. Must be from Kolkata.

Ideal Profile

PHP web frameworks such as Laravel, Codeigniter, Cake PHP.
WordPress/OpenCart/Drupal.
MySQL, PostgreSQL, or MongoDB.
Front-end using JavaScript (AngularJS / Vue.js / React.js).
Understanding of Git.

What's on Offer?

Work within a company with a solid track record of success
Excellent career development opportunities
Flexible working options",Keyline DigiTech Pvt Ltd
DevOps Engineer,"Dhaka, Bangladesh",On-site,Full-time,Associate,"Job Context:

We seek a highly skilled and experienced DevOps Engineer to join our dynamic team. As a DevOps Engineer, you will play a crucial role in designing, implementing, and maintaining our infrastructure with a focus on Kubernetes orchestration, PostgreSQL database management, and Ceph storage administration. Your expertise will ensure our systems' scalability, reliability, and performance, supporting our microservices-based architecture.

Job Responsibilities:

1. Kubernetes Expertise:
Design, deploy, and manage highly available and scalable Kubernetes clusters On-Premises and in the Cloud (AWS, Azure, GCP).
Ensure the smooth operation of Kubernetes infrastructure, including configuration, optimization, and troubleshooting.
Collaborate with development teams and other teams to streamline application deployment and operation on Kubernetes.
2. CI/CD Pipeline Development:
Implement and maintain automated deployment pipelines using CI/CD tools such as GitLab CI, FluxCD, Jenkins, or similar.
Accelerate software delivery by automating build, test, and deployment processes.
3. PostgreSQL Management:
Configure and optimize PostgreSQL databases for performance, high availability, and disaster recovery.
Familiarity with Postgres Operators such as Crunchy, Patroni, etc.
4. Storage Administration:
Manage Ceph Storage clusters, GlusterFS, NFS to provide reliable and scalable storage solutions.
Monitor storage performance and troubleshoot issues to ensure data integrity and availability.
5. Infrastructure as Code (IaC):
Implement infrastructure automation using tools like Terraform or Ansible to enable reproducibility and scalability.
6. Monitoring and Security:
Set up monitoring, logging, and alerting solutions to ensure the health and security of our infrastructure and applications.
Implement security best practices to ensure compliance with industry standards and regulatory requirements.
7. Collaboration and Documentation:
Work closely with cross-functional teams to facilitate collaboration and knowledge sharing.
Document infrastructure architecture, processes, and procedures for internal reference.

Academic & Other Requirements:

Minimum Bachelor's degree in Computer Science & Engineering or equivalent.
Proven experience working as a DevOps Engineer or similar role.
Proficiency in Kubernetes for container orchestration and management.
Strong experience with PostgreSQL database administration, including replication, backup, and recovery.
Hands-on experience with Ceph storage solutions, including deployment, configuration, and troubleshooting.
Experience with automation tools such as Ansible, Terraform, or Chef.
Experience with monitoring and logging tools such as Prometheus, Grafana, ELK stack, or Splunk.
Knowledge of continuous integration and continuous deployment (CI/CD) pipelines.
Familiarity with emerging technologies and trends in DevOps, Kubernetes, and cloud computing.
Solid understanding of networking concepts and protocols.
Familiarity with cloud computing platforms such as AWS, Azure, or GCP.
Excellent problem-solving skills and attention to detail.

Experience:
Minimum of 03 Years or above of relevant experience is required.
Experience in MFS, Fintech, Bank, Telecom and Payment Industry is highly preferred.",উপায় (UCB Fintech Company Limited)
大数据运维工程师｜Big Data Operations Engineer,APAC,Remote,Full-time,Mid-Senior level,"我们的愿景
作为全球⼗⼤数位资产交易所之⼀（仍在上升🚀），我们在交易、安全性和区块链产品创新⽅⾯提供⼀流的服务体验。我们的⽬标是让所有⼈都能参与加密市场的建设中来，使得最前沿的、最有潜⼒的加密货币项⽬得以安全上线并交易。你有兴趣加⼊这样⼀⽀去中⼼化团队吗？

岗位职责
1、负责大数据平台搭建，运维，管理，故障处理；
2、负责保障大数据平台的高效运转，稳定，安全，能给出集群升级和扩展等方案；
3、能对平台的各个组件，如hadoop, yarn，Kafka，flink，doris，mysql，pg等进行配置优化；
4、负责大数据任务上线和部署，熟悉任务执行常见问题，制定应急方案。

任职资格
1、本科及以上学历,计算机相关专业,5年以上工作经验；
2、熟悉大数据平台,有大数据搭建和运维经验,有AWS EMR平台经验者优先；
3、熟悉Hadoop生态组件,了解底层原理，有配置调优经验，如Hadoop、Yarn，Flink、Kafka等； 4、了解数据分析型SQL语法, 有SQL优化经验者优先；
5、熟练掌握Msql,postgresql,Elasticsearch，doris等数据库的运维工作；
6、有良好的沟通能力，学习能力,书面表达能力,高度自驱。

Gate价值观
我们崇尚价值⾄上的原则，您的知识、愿景和⾃主性将在这⾥充分发挥， 我们专注于使⽤最好的产品和服务来赢得全球客户的赞誉，并将去中⼼化的理念带到世界各地。我们的价值观包含正直、洞察、创新、求知与合作，在Gate.io ，我们致⼒于打造独特的Gate风格，并寻找与Gate.io价值观相契合的你。

我们的公司
Gate.io成⽴于2013年，是领先的加密货币交易所之⼀，在全球提供 与多种领先数位资产交易相关的服务。 Gate.io拥有超千万的注册⽤户，被认为是全球最安全、最可靠的加密货币平台之⼀。 Gate.io经过区块链透明度验证，根据流动性和交易量 ，⼀直稳居全球⼗⼤加密货币交易所⾏列（CoinGecko）。",Gate.io
Developer,"Dhaka, Dhaka, Bangladesh",Full-time,Associate,null,"At Optimizely, we're on a mission to help people unlock their digital potential. We do that by reinventing how marketing and product teams work to create and optimize digital experiences across all channels. With Optimizely One, our industry-first operating system for marketers, we offer teams flexibility and choice to build their stack their way with our fully SaaS, fully decoupled, and highly composable solution.

We are proud to help more than 10,000 businesses, including H&M, PayPal, Zoom, and Toyota, enrich their customer lifetime value, increase revenue and grow their brands. Our innovation and excellence have earned us numerous recognitions as a leader by industry analysts such as Gartner, Forrester, and IDC, reinforcing our role as a trailblazer in MarTech.

At our core, we believe work is about more than just numbers -- it's about the people. Our culture is dynamic and constantly evolving, shaped by every employee, their actions and their stories. With over 1500 Optimizers spread across 12 global locations, our diverse team embodies the ""One Optimizely"" spirit, emphasizing collaboration and continuous improvement, while fostering a culture where every voice is heard and valued.

Join us and become part of a company that's empowering people to unlock their digital potential!

Introduction

Developer role will be responsible for implementing features using best practices on our commerce, content management, and digital marketing solutions. The implementation will require knowledge of responsive styling, modern JavaScript frameworks and ASP.Net MVC. This person will work with a team of experienced project/product managers, experience designers, QA analysts, and fellow developers to build digital experience solutions.

Job Responsibilities

Is responsible for the delivery of a specific feature / process / program.

Is starting to be recognized for knowledge in a particular focus area by your team .

Accountable for delivering quality, on time work product; may also contribute to team work product .

Exercises judgment within defined procedures and practices to determine appropriate action .

Leverages knowledge to improve inefficient processes or develop new solutions .

Able to independently and effectively break more complex work into smaller tasks and execute.

Leverages key learnings and applies to future situations .

Is resourceful and figures things out autonomously when needed .

Loading content using REST APIs or GraphQL.

Working with experience designers and developers through the stages of design, development, QA, launch, and maintenance.

Knowledge And Experience

You have 3 to 5 years of experience with .NET (Framework and Core) development with a focus on web-related frameworks like ASP.NET MVC is desirable.

Ability to create a UI component end to end with HTML, CSS, animations, and dynamic interactions.

Exposure to any traditional or headless CMS platforms but particularly Adobe Experience Manager, Sitecore, or Optimizely.

Starting to develop advanced, specialized skills specific to the role / areas of expertise.

Shows a willingness to learn more about their specific industry, best practices, and apply as appropriate.

Experience working with project managers, clients, and teams following Agile development methodologies.

Good working knowable with Git version control and GitFlow methodologies.

Education

Bachelor’s in Computer Science, Software Engineering, Information Systems, or related discipline required.

Competencies

Accepting Responsibility

Critical Thinking

Developing Talent

Displaying Technical Expertise

Solving Complex Problems

Our new, cutting-edge office space in Dhaka is a testament to our dedication to enhancing your work experience. This state-of-the-art workspace features open workstations, a fully equipped kitchen, a nap room for relaxation, a tranquil zen garden, and an entertaining area, all designed to provide you with the ideal environment to thrive and grow.

As part of our commitment to you, here are other benefits and perks you can expect:

Best-in-class compensation plans 
Two annual festival bonuses 
Recognition and rewards programs 
Paid Maternity (4 months) & Paternity Leave (12 weeks) 
Flexible vacations days and working hours 
Annual Work/Service Anniversary Leave 
Comprehensive medical & life insurance for you and your dependants 
Volunteering opportunities to make a difference 
Chance to work alongside our incredible global team 
Monthly and quarterly regional and global team-building events 
Communal transport facilities inside Dhaka to and from the office 
Free catered lunch every day 
An agile performance review process that encourages ongoing transparency between managers and direct reports 
Enablement program and soft skill training to support internal career growth and development 

At Optimizely, our standardized language is English, and it is crucial to have good English communication skills to be successful in your global role. All our external and cross-location communication is done in US English (en-us), but internally you can speak in whichever native language you most identify with.

Optimizely is committed to a diverse and inclusive workplace. Optimizely is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status.",Optimizely
Back End Web Developer,APAC,Remote,Full-time,Mid-Senior level,"Position: Back-End Web Developer
Job Type: Full-Time
Location: 100% Remote work
Working Schedule: US (PST) Timezone


Our client is seeking a Back-End Web Developer responsible for managing the interchange of data between the server and users. The primary focus will be on developing server-side logic, defining and maintaining the central database, and ensuring high performance and responsiveness to requests from the front-end. The role also involves integrating front-end elements built by their coworkers into the application, making a basic understanding of front-end technologies essential.

Key Responsibilities
Development of microservices that communicate with each other via gRPC
Development of database schemas for multiple services
Building reusable code and libraries for future use
Optimization of the application for maximum speed and scalability
Implementation of security and data protection
Design and implementation of data storage solutions.

Skills Required
Proficient knowledge of NodeJS
Proficient knowledge of frameworks such as NestJS, Express, Loopback, Koa, etc.
Proficient understanding of code versioning tools, such as Git and associated workflows
Proficient knowledge of Docker, gRPC, and microservices
Proficient understanding of OWASP security principles
Good understanding of front-end technologies and frameworks
Understanding accessibility and security compliance
User authentication and authorization between multiple systems, servers, and environments
Integration of multiple data sources and databases into one system
Management of hosting environments, including database administration and scaling an application to support load changes
Understanding differences between multiple delivery platforms such as mobile vs desktop, and optimizing output to match the specific platform
Creating database schemas that represent and support business processes
Implementing automated testing platforms and unit tests.",Activate Talent
Senior Software Engineer,"Dhaka, Dhaka, Bangladesh",Remote,Full-time,Mid-Senior level,"Welcome to Veradigm! Our Mission is to be the most trusted provider of innovative solutions that empower all stakeholders across the healthcare continuum to deliver world-class outcomes. Our Vision is a Connected Community of Health that spans continents and borders. With the largest community of clients in healthcare, Veradigm is able to deliver an integrated platform of clinical, financial, connectivity and information solutions to facilitate enhanced collaboration and exchange of critical patient information.

Veradigm 

Veradigm is here to transform health, insightfully. Veradigm delivers a unique combination of point-of-care clinical and financial solutions, a commitment to open interoperability, a large and diverse healthcare provider footprint, along with industry proven expert insights. We are dedicated to simplifying the complicated healthcare system with next-generation technology and solutions, transforming healthcare from the point-of-patient care to everyday life.

For more information, please explore Veradigm.com.

Job Summary

Mercury IT International Limited, (formerly Jaxara IT) is a USA-based software company, a sister concern of Veradigm (https://veradigm.com). We specialize in developing cloud-based, data-intensive solutions tailored for the US healthcare market. As a Senior Software Engineer, you will be an integral member of a team dedicated to architecting, developing, and deploying advanced database solutions that support the company’s diverse and evolving data requirements. A significant part of your responsibilities will include leading the transition from traditional data management systems to a more robust, Azure-based cloud data warehouse.

What Will Your Job Look Like

Collaborate with subject matter experts and data architects to analyze and decode complex business requirements, ensuring alignment with project goals.
Take the lead in designing and developing database features; crafting and optimizing SQL queries to meet the business requirements.
Develop tools using .NET technology, adhering to the best patterns and practices.
Write automated tests using testing frameworks like MSTest to ensure comprehensive coverage and reliability.
Actively participate in Agile team activities.
Quickly learning and adapting to new technologies, encouraging continuous learning and adaptation within the team.
Drive the development of high-quality, scalable solutions by enforcing strict adherence to best practices and performance standards.
Provide mentorship to the team members. Assists in navigating and overcoming technical challenges.
Employment Status: Full Time
Job Location: Dhaka 
Salary: Tk. 100,000 – 150,000 (Monthly) 

An Ideal Candidate Will Have

Bachelor of Science (BSc) in Computer Science & Engineering
At least 4 years of hands-on experience in software development.
Solid experience in database design and implementation, with a focus on building scalable and high-performance data solutions.
Experience with data warehouse technologies like Snowflake is preferred.
Deep, proven experience with SQL Server or comparable relational database systems.
Advanced proficiency in C# and the .NET Core framework.
Expert knowledge of design patterns, SOLID principles, and architectural patterns, including Microservices and CQRS.
Experience in Test Driven Development (TDD).
Significant expertise with Cloud platforms like Azure.
Familiarity with CI/CD pipelines and practices.
Comprehensive understanding of the Agile software development process.
Exceptional interpersonal skills, with a proven track record of effective collaboration across multidisciplinary teams.
A problem-solving mindset, capable of delivering creative solutions to complex technical challenges.

Apart from the above, having the below skills would be an add-on: -

Age at least 22 years.
Commitment to high personal and professional ethics, demonstrating integrity, transparency, and trustworthiness in all actions.
Skills in navigating and resolving disagreement constructively.
Contagious positivity
Natural curiosity
An ability to see the big picture.

Benefits

Veradigm believes in empowering our associates with the tools and flexibility to bring the best version of themselves to work. Through our generous benefits package with an emphasis on work/life balance, we give our employees the opportunity to allow their careers to flourish.

Salary Review: Yearly.
Festival Bonus: 2 (Yearly).
Medical Insurance, including spouse and children.
Quarterly Profit Bonus (""All in to Win bonus program).
Lunch Facilities: Full Subsidize.
Transport Facilities: Full Subsidize.
Quarterly Company-Wide Recharge Days
Peer-based incentive ""Cheer"" awards.
Saturday and Sunday Weekend.
Twenty days of earned leave, ten days of casual leave, and fourteen days of sick leave in a year.
Additional Company Holidays.
Paternity and Maternity leave.
Tuition Reimbursement Program.

To know more about the benefits and culture at Veradigm, please visit the links mentioned below: -

https://veradigm.com/about-veradigm/careers/benefits/

https://veradigm.com/about-veradigm/careers/culture/

We are an Equal Opportunity Employer. No job applicant or employee shall receive less favorable treatment or be disadvantaged because of their gender, marital or family status, color, race, ethnic origin, religion, disability or age; nor be subject to less favorable treatment or be disadvantaged on any other basis prohibited by applicable law.

Veradigm is proud to be an equal opportunity workplace dedicated to pursuing and hiring a diverse and inclusive workforce.

Thank you for reviewing this opportunity! Does this look like a great match for your skill set? If so, please scroll down and tell us more about yourself!",Veradigm®
Blockchain Integration Engineer,APAC,Remote,Full-time,Mid-Senior level,"Outline

We Are Currently Working With Multiple Early Stage Venture Backed Startups In Web 3 Who Are Seeking Specialists In MEV Research. Across Teams We Are Seeking Candidates With The Following Qualities

The Role

We are seeking an experienced Blockchain Integration Engineer. Your main focus will be on building and developing a blockchain infrastructure, ensuring consistent verification of the source of truth. Additionally, you will be responsible for building, and supporting a blockchain, designing feedback mechanisms to facilitate the search for optimal value extraction strategies.

In This Role You Will

Build and Develop Blockchain for a different types of algorithmic models:
Identify the optimal framework to construct a robust and secure blockchain infrastructure.
Implement mechanisms to verify the source of truth within the blockchain.
Ensure Compatibility for Value Extraction:
Design and develop the blockchain to support tasks related to various types of value extraction.
Implement features and functionalities that enable efficient value extraction processes.
Integrate Blockchain features with Frontend:
Develop and implement functionality to interact with the blockchain within our frontend applications.
Enable transaction submission, balance updates, and other relevant operations.
Integrate state management tools to track and update the status of submitted transactions.
Build Reusable Cross-Chain Libraries:
Create cross-chain libraries that can be utilized across different blockchain networks.
Ensure compatibility and interoperability between various blockchain protocols.
Understand Smart Contracts' Asset Flow:
Gain a deep understanding of the asset flow within smart contracts.
Analyze and interpret data from smart contracts to support integration efforts.
Strive for excellence in code quality, maintainability, and performance.
You Might Thrive In This Role If You Have

A track record of developing on or across C++, Solidity, or Rust for decentralized applications.
Previous experience in blockchain integration and working with Substrate framework.
Proficiency in web3 applications and interacting with Solidity contracts using Ethers.js.
Advanced knowledge of frontend state management.
Familiarity with React context, hooks, and TypeScript.
Strong written and spoken communication skills
Knowledge of visual frontend aspects is not required but beneficial",Hyphen Connect
AI Backend Engineer-Mandarin Speaker,APAC,Remote,Full-time,Mid-Senior level,"About MyShell
MyShell is revolutionizing the AI landscape by building an open ecosystem for AI-native apps. Our powerful platform and intuitive toolkit empower anyone to create, access, and benefit from AI-powered applications. Launched in April 2023, MyShell has quickly gained global traction, attracting a diverse community of creators and users.
Our team of talented individuals from top institutions like MIT, Princeton, and Oxford is committed to fostering innovation in a supportive and transparent work environment. With funding from leading VCs, MyShell is poised to reshape the future of AI, making it accessible and integral to everyone's daily life. Join us on this thrilling journey as we redefine what's possible with AI.

About the Role
We are seeking an exceptional Senior Backend Engineer to join our team as a Tech Lead. This is a fully remote position open to candidates in either the United States or China.
In this role, you will be a cornerstone of our engineering team, driving the development of our backend systems. You will be responsible for creating robust, scalable services that power our AI platform, collaborating with frontend developers, and leading the development of new features and infrastructure improvements.

Key Responsibilities
• Develop and maintain scalable and robust backend services and APIs.
• Collaborate with frontend developers to integrate user-facing elements with server-side logic. • Implement high-performance database queries and tune databases for performance.
• Ensure the best possible reliability, quality, and responsiveness of applications.
• Lead the development of new features and infrastructure improvements.
• Write clean, maintainable, and well-documented code in accordance with current best practices.
• Mentor junior engineers and promote a culture of technical excellence.

Qualifications
• Bachelor's or Master's degree in Computer Science or related field, or equivalent experience.
• 1-3 years of experience in backend development with a strong knowledge of backend languages, such as Golang/Python.
• Proficiency in designing and managing database systems such as MySQL and MongoDB.
• Experience with cloud services (AWS, Azure, GCP) and understanding of scalable infrastructure.
• Familiarity with distributed back-end service development processes and specifications, along with commonly used development frameworks.
• Strong understanding of security practices and networking protocols.
• Fluency in Chinese (Mandarin).

Plus Points
• Exceptional problem-solving abilities and strong communication skills.
• Experience with AI or machine learning technologies and their integration into backend systems.
• Contributions to open-source projects or a strong presence in the developer community.
• Prior experience in a fast-paced startup environment.

What We Offer
• Competitive salary and equity package, commensurate with experience and location.
• Flexible working hours and a fully remote work environment, with the ability to collaborate effectively across time zones.
• A dynamic and collaborative work environment that fosters innovation, growth, and professional development.
• The opportunity to work on cutting-edge technologies and help shape the future of AI, transforming industries and making a global impact.",MyShell.ai
前端工程师｜Frontend Engineer,APAC,Remote,Full-time,Mid-Senior level,"我们的愿景
作为全球⼗⼤数位资产交易所之⼀（仍在上升🚀），我们在交易、安全性和区块链产品创新⽅⾯提供⼀流的服务体验。我们的⽬标是让所有⼈都能参与加密市场的建设中来，使得最前沿的、最有潜⼒的加密货币项⽬得以安全上线并交易。你有兴趣加⼊这样⼀⽀去中⼼化团队吗？

团队介绍
产品研发团队自成立以来一直秉持着用户至上、安全至上的理念，产品不断更新迭代，技术稳中求新。加入产研团队，你将和一群业内一流的技术伙伴一起，打磨高性能、高可靠、创新不断的全球Top5的平台，在这里，你的发展空间无限，未来可期。我们正在全球招募更多优秀的志同道合的朋友加入我们，我们理想的候选人：积极主动，逻辑能力较好，有着良好的团队合作和沟通协调能力；具有一定专研精神，敢于挑战自我，勇于解决各种未知问题。

岗位描述
1、配合產品經理完成產品功能開發和優化。
2、配合交互設計師及視覺設計師實現交互效果，配合後臺工程師完成應用開發。

岗位要求
1、本科及以上學歴，計算機相關專業。
2、前端基礎紮實，熟悉JavaScript、typescript，css等技術， 對函數式編程有一定了解。
3、熟練使用React，熟悉Nextjs，微前端框架；對性能優化有一定研究。
4、熟悉babel/webpack/snowpack/vite等相關工程化工具。
5、經驗豐富，開發過中大型 Web 應用程序，良好的 UI 交互實現能力者佳。
6、具有一定專研精神，敢於挑戰自我，解決各種未知問題。


Gate价值观
我们崇尚价值⾄上的原则，您的知识、愿景和⾃主性将在这⾥充分发挥， 我们专注于使⽤最好的产品和服务来赢得全球客户的赞誉，并将去中⼼化的理念带到世界各地。我们的价值观包含正直、洞察、创新、求知与合作，在Gate.io ，我们致⼒于打造独特的Gate风格，并寻找与Gate.io价值观相契合的你。

我们的公司
Gate.io成⽴于2013年，是领先的加密货币交易所之⼀，在全球提供 与多种领先数位资产交易相关的服务。 Gate.io拥有超千万的注册⽤户，被认为是全球最安全、最可靠的加密货币平台之⼀。 Gate.io经过区块链透明度验证，根据流动性和交易量 ，⼀直稳居全球⼗⼤加密货币交易所⾏列（CoinGecko）。",Gate.io
SOC Monitoring Engineer,"Dhaka, Bangladesh",On-site,Full-time,Entry level,"Position responsibilities：
1.Work in SOC (Service Operation Center) in 7*24 day/night shift and responsible for Service Quality & Customer Experience monitoring.
2.Monitor Network traffic, user number and other important KPI via Dashboard and report to management in case of degradation.
3.Submit SOC correlated daily/weekly/monthly reports to management and customer.
4.Escalate to management during TT & WO analysis and handling according according to SLA requirement.
5.Basic analyze for some common alarms according to experience database before escalating to SOC Analysis Engineer.
Position qualification: 
1.Must hold junior college degree or above.
2.More than 2 years experience in NOC/SOC FO (Front Office) or Level 1 troubleshooting.
3.Basic knowledge of Telecommunication fields like Core Network and Wireless Network.
4.Understand workflows and processes.
5.Excellent written and verbal communication in English and interpersonal skills.
6.Good skill with Office software etc. Automation skill like Excel Macro, Python or Power BI skill will be given priority.",ZTE Corporation
