Job_title,Location,Work_environment,Work_time,Experience_level,Description,Company_name
Japanese / English Gaming Support Agent,APAC,Remote,Full-time,null,"As a Gaming Support Agent at 5CA, you'll handle customer support issues for an assigned game studio. You'll help players with account and technical issues and resolve purchase- and gameplay-related queries. You'll work with a team of agents under the guidance of a Team Lead and an Operations Manager and take assisted training modules that help you grow, develop, and improve your skills as you work. You'll stay on top of the client's newest projects and updates, as well as past releases and branding, and help their players continue enjoying the games they love.

About You


You speak Japanese at an advanced level (C1 minimum) and English at an intermediate level (B2 minimum)
You have in-depth gaming knowledge and love anything related to video games
You own a PS4, PS5, Xbox One, Xbox One Series X, Nintendo Switch or a modern gaming PC/laptop
You are a fast learner, take initiative and excel at troubleshooting
You have a dedicated quiet workspace located within your residence
(Optional) Experience in a Customer service environment is a plus. 


Technical Requirements 

A minimum internet speed of 10 Mb/s download and 10 Mb/s upload with Latency <200ms, internationally
A minimum of 8 GB RAM 
A 64-bit version of Windows 10 or newer, or macOS 10.11 or newer
An Intel Core i5-8260U or better/similar. 
An AMD HD 7870 Graphics card or better/similar.
A smartphone usable for two-factor authentication that runs at least:
Android 8.0 or newer
Apple iOS 15.0 or newer 


We offer


The flexibility to work 100% remotely with no wasted commute time and travel costs 
A position at a fast-paced international company with ambitious gaming, e-commerce, and tech clients
A casual, diverse, and inclusive culture with people from 80+ countries, speaking 25+ languages - where we celebrate everyone's uniqueness
Innovative digital tools and comprehensive training, with access to our library of online training courses
Various learning and career development initiatives throughout the year
Access to Open Up, an employee mental health platform offering access to certified psychologists, online resources, etc.
Fun employee engagement activities and participation in 5CA employee-lead communities such as 5CA Connect, Pride, 5CA Gamers, Women of 5CA, to name a few


About 5CA

We are a remote-first CX company working with passionate agents worldwide. Founded in 1998, we represent some of the biggest names in gaming and tech and level up their customer and player experience.

Our community is full of digital natives and gamers that troubleshoot with care for the brands they love, from home, in their languages. We work with people from all cultures and backgrounds and champion diversity and inclusion in all we do.

By sending your application, you understand that your data will be stored in our recruitment database. Your data will be held and used by 5CA primarily for the purposes of considering your application and your suitability for employment with us and will generally be kept for one year, unless we need to keep your data longer.",5CA
"Officer/Executive, Chief Business Officer's office","Dhaka, Bangladesh",On-site,Full-time,null,"Job Responsibilities:
Coordinate and manage the CBO’s calendar, schedule various meetings and conferences, and arrange appointments.
Allocate conference rooms, prioritize bookings, and ensure necessary logistical support for all meetings.
Receive and prioritize incoming phone calls, emails, and visitor inquiries, ensuring prompt and courteous responses.
Maintain open lines of communication with both internal and external stakeholders, acting as a liaison between the CBO and various departments.
Act as a communication hub for sending, receiving, and tracking approvals as needed.
Prepare and draft written correspondence including letters, emails, and PowerPoint presentations.
Accumulate information from various sources, and prepare reports as required by the CBO.
Facilitate meetings and maintain effective communication with BRAC Sericulture Enterprise.
Arrange and coordinate meetings with Aarong Producers to discuss their issues and requirements.
Ensure arrangements for local and overseas travel, including flights, accommodation, visas, and other visit-related requirements.

Safeguarding Responsibilities:
Ensure the safety of team members from any harm, abuse, neglect, harassment and exploitation to achieve the programme’s goals on safeguarding implementation.
Act as a key source of support, guidance and expertise in safeguarding for establishing a safe working environment
Practice, promote and endorse the issues of safeguarding policy among team members and ensure the implementation of safeguarding standards in every course of action
Follow the safeguarding reporting procedure in case any reportable incident takes place, and encourage others to do so

Educational Requirements:
A graduate from any reputed university

Experience Requirements:
For Officer position, minimum 2 years of relevant experience is required
For Executive position, minimum 3 years of relevant experience is required

Additional Requirements:
Facilitate logical, well-balanced, and reasoned decisions
Ability to plan and execute strategic goals
Capability to manage a wide range of relationships with a variety of stakeholders

Salary and other benefits:
Salary: As per company policy
Benefits: Provident Fund, Gratuity, Festival Bonus, Health and Life Insurance, and others as per organization policy
Job Location: Dhaka
Application Deadline: November 9, 2024

BRAC believes that everyone we work with including our staff, partners, programme participants and the community has the right to be protected from all forms of harm, abuse, neglect, harassment, and exploitation. We uphold human dignity and inclusion rights for all, regardless of age, race, religion, gender, disability, ethnic origin or socio-economic condition. As an equal opportunity employer, we actively encourage applications from women and gender-diverse individuals. We welcome persons with disabilities to apply. We nurture a culture where all individuals have the opportunity to realise their potential. Any personal persuasion will result in disqualification of candidature.",BRAC-Aarong
Fullstack Developer- JavaScript,"Dhaka, Bangladesh",On-site,Full-time,null,"At Hogarth, we connect brand with people and people with brands in meaningful ways. With over 6,000 craft experts based in 30 key cities, we are the largest creative content production specialist in the world. Working across all media and industry sectors, we partner with 1 in 3 of the world’s top brands to deliver complex solutions to today’s content challenges. Currently, we are in the phase of expansion and are seeking potential and talented candidates for the following mentioned position.

As a JavaScript Developer, you will be responsible for building and maintaining web applications using JavaScript as the core language. You will have the opportunity to specialize in frontend frameworks like React or backend technologies such as Nest. Moreover, you should have basic or intermediate knowledge in Node.js. Collaborating with development teams and contributing to high-performance, scalable web solutions will be key to your role.

WHAT YOU’LL DO:
End-to-End Development: Design, develop, and maintain all aspects of web applications, from the user interface to the database and server logic.
Full Stack Ownership: Take complete ownership of projects, seeing them through from conception to deployment and maintenance.
Technology Stack Expertise: Demonstrate proficiency in a range of front-end and back-end technologies, including:
 Frontend: HTML, CSS, JavaScript, and at least one modern JavaScript framework (e.g., React, Angular, Vue.js). Ideally, React.
 Backend: At least one server-side language (e.g., Python, Java, Node.js, Ruby) and framework (e.g., Django, Spring, Express.js, Rails). Ideally, Node.JS with Nest.
 Databases: Experience with both SQL (e.g., MySQL, PostgreSQL) and NoSQL (e.g., MongoDB, Cassandra) databases.
API Development & Integration: Design, build, and consume RESTful APIs for seamless data exchange between frontend and backend components.
Performance Optimization: Optimize applications for speed, scalability, and responsiveness across different devices and browsers.
Security & Data Protection: Implement robust security measures to protect user data and ensure application security.
Testing & Quality Assurance: Write unit, integration, and end-to-end tests to ensure code quality and application functionality.
Collaboration & Communication: Work effectively in agile development teams, collaborating closely with designers, product managers, and other engineers.
Problem Solving & Innovation: Proactively identify and solve technical challenges, continuously seeking ways to improve application performance and user experience.

WHAT YOU’LL NEED:
Proven Full Stack Experience: 3+ years of professional experience as a Full Stack Developer or in a similar role, demonstrating proficiency in both frontend and backend development.
Mastery of Multiple Technologies: Strong command of at least one frontend framework, one backend language/framework, and experience with both SQL and NoSQL databases.
API Expertise: Deep understanding of RESTful API principles and experience in designing, building, and documenting APIs.
Version Control & Testing: Proficiency in using Git for version control and experience with testing frameworks for both frontend and backend code.
Cloud Platform Familiarity: Experience with cloud platforms like AWS, Azure, or GCP is highly desirable.

Bonus Points:
Contributions to open-source projects.
Experience with DevOps practices and tools.
Knowledge of specific industry-related technologies.

SOFT SKILLS:
Excellent Communication: Ability to communicate technical concepts clearly and concisely to both technical and non-technical audiences.
Strong Collaboration: Proven ability to work effectively in a team environment, collaborating closely with colleagues from different disciplines.
Problem-Solving Mindset: A proactive approach to identifying and solving technical challenges, with a focus on finding efficient and effective solutions.
Continuous Learning: Passion for staying up-to-date with the latest technologies and trends in the ever-evolving world of web development.


Hogarth was founded 15 years ago and has grown from a start-up to over 6000 people, across 35 cities worldwide and is now part of the WPP family. Our rapid growth continues to drive us forward making Hogarth an exciting place to work and a great place to achieve your career ambitions.


For more information, please follow Hogarth Dhaka on our social channels via Facebook, LinkedIn, and Instagram.",Hogarth Dhaka
Procurement Support Assistant,"Dhaka, Dhaka, Bangladesh",On-site,Contract,null,"Organizational Setting

The Food and Agriculture Organization of the United Nations (FAO) contributes to the achievement of the 2030 Agenda through the FAO Strategic Framework by supporting the transformation to MORE efficient, inclusive, resilient and sustainable agrifood systems, for better production, better nutrition, a better environment and a better life, leaving no one behind.

FAO is a specialized agency of the UN that leads international efforts to defeat hunger. FAO's goal is to achieve food security for all and ensure that people have regular access to enough high-quality food to lead active, healthy lives. With 195 Members (194 countries and the European Union), FAO works in over 130 countries worldwide.

FAO Country Offices, working under overall corporate guidance and in line with the Strategic Framework, offer policy advice and support to countries in the mandated areas of FAO, facilitated through partnerships, resources and an active country programme to provide technical assistance, develop capacities and deliver core services while fully observing international standards of accountability to establish leadership and strengthen impact at the country level.

The offices deliver on the programmatic priorities of each country as agreed in their respective Country Programming Frameworks (CPFs) aligned to the UN Sustainable Development Cooperation Framework (UNSDCF) and ensure effective and efficient operations with adequate human and financial resources.

Specifically, FAO Country Offices

 advocate, inform and support policies and investments in the areas of FAO’s mandate;
 provide technical assistance and deliver core services;
 assist and catalyse partnership and resource mobilization activities to support agrifood systems transformation;
 position FAO as the specialized/authoritative technical agency in food and agriculture and agrifood systems transformation; and
 ensure risk-smart and accountable operations and management.

The position is located in the FAO Country Office in Bangladesh.

Reporting Lines

This Is a SC-3 Position And Under The Overall Guidance Of The FAO Representative In Bangladesh (FAOR) And The Direct Supervision Of The International Procurement Officer (IPO), And In Close Collaboration With The Respective FAO Bangladesh Programme And Administrative Units, The Incumbent Will Undertake The Tasks Outlined Below

Technical Focus

Carry out day-to-day procurement operations, ensuring consistency, timeliness and conformity with relevant rules, procedures and practices.

Tasks And Responsibilities

 Assist in and contribute to the planning and management of all procurement and contractual requirements related to FAO Bangladesh;
 Assist requesters in the preparation of procurement plans through input of challenges and current market price information, taking into consideration timelines for receiving the requirement, issuance of tenders, evaluation of tenders, issuance of contracts, inspection and delivery;
 Undertake regular updates of the Procurement Plan;
 Receive completed Purchase Requisitions through the Global Resources Management System (GRMS), as routed from the IPO, and prepare Request for Proposals (RFP), Invitation to Bid (ITB), Request for Quotations (RFQ), etc., following guidelines provided in the FAO Manual Section (MS) 502;
 Conduct market research, identify potential suppliers and maintain vendors’ registration database ensuring all entries are properly documented and filed. Liaise regularly with current and potential suppliers in regard to various issues: acceptance and signing of POs, terms of payment and delivery of goods, services or works, warranty contracts and price schedules;
 Utilize the FAO In-Tend online system for publishing RFQ, ITB and RFP solicitations in a timely manner.
 Perform procurement of goods, services and works, ensuring its compliance with related FAO regulations, and execute relevant transactions in the GRMS. Perform regular creation, closure and reconciliation of Purchase Orders (POs). Review Open GRMS Purchase Orders assigned and final close after full payment is made for goods or services received;
 Prepare financial/commercial analysis of quotations/proposals received after receipt of the technical evaluation from the requesters;
 Submit procurement cases to the Local Procurement Committee;
 Draft POs/contracts/agreements with vendors after careful and extensive preparatory work in close consultation with the IPO and requestor. Making necessary records and documentation to properly keep and maintain procurement and contract files.
 Monitor the delivery of goods and services against the delivery times offered by suppliers and service providers and as indicated on the Purchase Orders and Service Agreements issued; monthly print and review the GRMS PO reports and take required action for timely delivery;
 Daily review GRMS Purchase Requisitions (PR) assigned and ensure that POs are issued against all PR assigned in a timely manner;
 Respond to queries related to purchase actions and file procurement documents;
 Checks the correct category code for purchasing of assets (non-expendable items) to avoid miscoded items in the asset addition process;
 Perform other related duties as required.

CANDIDATES WILL BE ASSESSED AGAINST THE FOLLOWING

Minimum Requirements

 Bachelor's degree in procurement, supply chain management, public/business administration or any other relevant field.
 Minimum three (3) years of relevant working experience in procurement and/or supply chain management.
 Working knowledge of English and Bangla.
 National of Bangladesh.

FAO Core Competencies

 Results Focus
 Teamwork
 Communication
 Building Effective Relationships
 Knowledge Sharing and Continuous Improvement

Technical/Functional Skills

 Strong analytical skills: ability to summarize and present complex information in an effective manner.
 Experience in the usage of computers and office software packages (MS Word, Excel, etc.) and knowledge of automated procurement systems.
 Excellent planning and organizational skills, self-motivated and efficient, willing to pay attention to details.
 Experience with UN organizations, international bodies, or institutions is an asset.
 Ability to draft correspondence, summary of meetings and notes for the records.
 Excellent communication, networking, written and presentation skills.

Selection Criteria 

 You should submit a cover letter with your application.
 Evaluation of qualified candidates may include an assessment exercise, which may be followed by a competency-based interview.

Additional Information

 FAO does not charge a fee at any stage of the recruitment process (application, interview meeting, processing) 
 Applications received after the closing date will not be accepted 
 Please note that FAO only considers higher educational qualifications obtained from an institution accredited/recognized in the World Higher Education Database (WHED), a list updated by the International Association of Universities (IAU) / United Nations Educational, Scientific and Cultural Organization (UNESCO). The list can be accessed at http://www.whed.net/ 
 For additional employment opportunities visit the FAO employment website: http://www.fao.org/employment/home/en/ 
 Appointment will be subject to certification that the candidate is medically fit for appointment, accreditation, any residency or visa requirements, and security clearances. 

Job Posting

23/Oct/2024

Closure Date

06/Nov/2024, 4:59:00 PM

Organizational Unit

FABGD - FAO Representation in Bangladesh

Job Type

Non-staff opportunities

Type of Requisition

NPP (National Project Personnel)

Grade Level

N/A

Primary Location

Bangladesh-Dhaka

Duration

Six months with possibility of extension

Post Number

N/A

IMPORTANT NOTICE: Please note that Closure Date and Time displayed above are based on date and time settings of your personal device

 FAO is committed to achieving workforce diversity in terms of gender, nationality, background and culture 
 Qualified female applicants, qualified nationals of non-and under-represented Members and person with disabilities are encouraged to apply 
 Everyone who works for FAO is required to adhere to the highest standards of integrity and professional conduct, and to uphold FAO's values 
 FAO, as a Specialized Agency of the United Nations, has a zero-tolerance policy for conduct that is incompatible with its status, objectives and mandate, including sexual exploitation and abuse, sexual harassment, abuse of authority and discrimination 
 All selected candidates will undergo rigorous reference and background checks 
 All applications will be treated with the strictest confidentiality",FAO
General Call for Resumes,"Dhaka, Bangladesh",On-site,Full-time,null,"Bangladesh Multi-species Biodiversity Conservation Activity (MCA) 

DAI seeks qualified national candidates for an anticipated opportunity funded by USAID focused on multi-species biodiversity conservation.This opportunity will focus on improving the protection of wildlife species and their habitat. Species may include, but are not limited to, Bengal tigers, Asian elephants, pangolins, turtles, tortoises, sharks and rays. Activities will mitigate threats to wildlife and their habitats, reduce consumer demand, improve political commitment and coordination, improve traceability of illegal logging and wildlife, and improve sustainable management of forest and aquatic resources.

Technical expertise is sought in the areas of:

 Project management
 Countering Wildlife Trafficking
 Biodiversity Mainstreaming
 Natural Resource Management
 Sustainable Livelihoods
 Habitat / Ecosystems Conservation
 Environmental Crime
 Institutional Strengthening / Capacity Building
 Policy advocacy and coordination
 Climate and biodiversity finance
 Community Engagement and Advocacy
 Gender, Equity, and Social Inclusion
 MEL/CLA
 Finance (financial reporting, financial management, accounting, tax/payroll)
 Operations (procurement, logistics, information technology, administration)


Qualifications:

 7 or more years of work experience supporting one or more technical areas above
 Degree in relevant technical or operational field
 Experience working in Bangladesh on similar issues, preferably on donor-funded projects
 Knowledge of local languages
 Excellent English skills (both written and verbal)


Interested candidates should apply via the DAI website at www.dai.com and include their CV and current contact information.Please note your area of interest/expertise when applying.Only those applications shortlisted will be contacted for further information.",DAI
Graduate Human Resources Executive,"Dhaka, Dhaka, Bangladesh",Remote,Full-time,null,"Are you a recent BBA or MBA graduate passionate about Human Resources? As a part of Kounsel HR team, you will take part in every step of Kounsel People Operations experience. From recruitment and selection, operations, and functional support to market research, project planning, and people management, you will be a part of nurturing and developing Kounsel’s organizational structure and culture. You will have the freedom and opportunity to unleash your talent, further develop your skills, and be part of a remote, dynamic, international team that values your input and passion. Cutting-edge, AI-driven projects, filled with passion for innovation are a part of Kounsel’s core.

Graduate Program Details

Position: Graduate Program

Location: Remote

Duration: 3 months

Compensation: Paid

Work Hours: USA Business Hours

Timezone: EST, PST, CST or MST

Responsibilities

Provide general support to the People Management, Recruitment, and Sourcing. 
Coordinate and assist with the planning and execution of projects and events. 
Facilitate the new hire/transfer brief and coordinate the associated onboarding process. 
Provide insightful data, develop and deliver documentation related to employee relations, and collect, maintain, analyze, and track information. 
Learn and master our internal systems and run various reports as needed. 

Requirements

Requirements

Kounsel only accepts applications through the Kounsel Graduate program web page

Cumulative GPA of 3.0 or higher (Please upload ALL transcripts as part of the application process) 
1 year of relevant experience (internship, projects, employment) in Human Resources, Consulting, Customer Service, or a related field. 
Experience in project management or organizing events. 
Demonstrated global mindset, with the ability to think across disciplines, industries, cultures, and scenarios. 
Understanding of business processes and digital/technical fluency. 

General Requirements

Completed Bachelor's or Master's degree within the last two years. 
Excellent written and oral communication, and presentation skills in English. 
Strong problem-solving abilities and attention to detail 
Ability to work independently and manage time effectively, while also contributing to a team environment. 
Must have the equipment and environment to work remotely (laptop/computer, reliable internet connection, quiet, conducive space). 

How to apply

Send your Resume, Transcripts, and Cover letter describing your skills and experience through this web page: https://site.kounsel.io/graduate-program . Take note that only shortlisted candidates will be contacted.

Benefits

Cutting-Edge Projects: Dive into the exciting project that challenges your skills and lets you explore new marketing territories. 
AI-Powered Projects: Dive headfirst into projects that integrate AI, challenging your skills and opening doors to explore uncharted territories. 
Work-Life Harmony: Whether you're a digital nomad or simply prefer the comfort of your own space, at Kounsel, you have the freedom to design and create from anywhere across the globe. 
Diversity: Be part of a vibrant, international, and inclusive team where diverse ideas are celebrated. 
Team Spirit: Be part of a supportive and driven team that celebrates successes together. 
Recognition Rally: Your achievements won't go unnoticed. Expect regular recognition and applause. 

Company Overview

Based in San Francisco, Kounsel isn't your typical tech startup. We're on a mission to revolutionize counseling services with cutting-edge technologies and AI-driven projects, offering a wide array of expertise in health, law, veterinary, and more.

At Kounsel, innovation drives everything we do. With a keen focus on customer satisfaction, we continuously refine our product using cutting-edge technology to deliver exceptional services.

Our team is an international, diverse blend of talents, united by a shared commitment to honesty, hard work, and creativity.",kounsel
HR Intern,"Dhaka, Dhaka, Bangladesh",On-site,Internship,null,"About Augmedix

Augmedix (Nasdaq: AUGX) delivers industry-leading, ambient medical documentation and data solutions to healthcare systems, physician practices, hospitals, and telemedicine practitioners.

Augmedix is on a mission to help clinicians and patients form a human connection by seamlessly integrating our technology at the point of care. Augmedix’s proprietary platform digitizes natural clinician-patient conversations, which are converted into comprehensive medical notes and structured data in real time. The company’s platform uses automatic speech recognition, and natural language processing, including large language models, to generate accurate and timely medical notes that are transferred into the EHR.

Augmedix’s products relieve clinicians of administrative burden, in turn, reducing burnout, increasing clinician efficiency and improving patient access. Through Augmedix’s proprietary platform and bi-directional communication channel, Augmedix is ideally suited to serve as the vehicle for change at the point of care.

Augmedix is headquartered in San Francisco, CA, with offices around the world. To learn more, visit www.augmedix.com .

About The Role

Are you passionate about finding the best talent? Do you enjoy working in a team towards challenging goals in a very rewarding industry? This role may be a perfect role for you! Here’s your chance to think beyond the ordinary!

We are searching for an Intern to join our Human Resources Department who will closely work with our recruitment team to create a candidate pool through employer branding, campus activation, networking, and various challenging tasks. We are so excited to bring in an intern that wants to build out a fast-paced, high-growth team. If you are a career coach, or talent matchmaker, and love the hustle of a start-up, we want to hear from you!

Responsibilities

Assisting in day-to-day recruitment activities.
Updating and maintaining applicant database. 
Communicating with candidates and scheduling interviews. 
Conducting initial applicant screenings. 
Engage with different Universities to create awareness about Augmedix as an Employer.
Develop content and provide output about social media marketing for employer branding.
Provide all backend support to participate in different career fairs and sessions.
Attend career fairs & sessions at different universities.
Process documentation and prepare reports relating to our campus activities.

Requirements

Bachelor in Business Administration with a concentration in HR or Marketing
Expert in Gsuite (Google Sheets, Google Docs, Gmail Calendar Management)
Excellent communication and people skills. 
Strong verbal and written communication skills. 
A willingness to travel to different universities and organizations.
Understanding of Confidentiality. 

Details

Duration: 3 Months
Time: 3:00 PM to 12:00 AM (Monday to Friday)
Fully Subsidized meals and snacks
Transportation: Drop Off (if applicable)

Augmedix is an equal opportunity employer. We are committed to providing equal employment opportunities regardless of sex, gender identity, race, religious creed, color, ancestry, age, disability, marital status, sexual orientation including being transgender and/or any other protected bases.",Augmedix
Trade Finance Professionals,Bangladesh,Remote,Part-time,null,"Euro Exim Bank, an award-winning and high-performing global financial institution is seeking freelance-based professionals to sell trade finance services to exporters and importers worldwide.
If you are truly passionate about sales and have outstanding selling skills, this role could be for you.

Main features of the job :
Freelance basis only (this is NOT a permanent position)
Commission-based pay only (this is NOT a fixed salaried position)
Working from home from your country of residence (this is NOT an office-based position)
There is NO investment or fee required from you.

Your main task is to attract new clients (sales) involved in international trade such as exporters and importers by offering them our trade finance services such as LC (Letter of Credit, SBLC (Stand-by Letter of Credit), BG (Bank Guarantee) necessary for them to trade successfully in the global market.

About The Job :
· Identify opportunities (lead generation) and generate sales from your country of residence.
· Build and maintain strong customer relationships and assist with all relevant client checks.
· Review Trade Finance client information in respect of Anti-Money Laundering (AML), Know Your Customer (KYC) and Counter-Terrorism Finance (CTF) requirements.

You Must Have :
· 1+ years of experience in financial consultation, corporate advisory, corporate and institutional banking, business banking, or any related/similar sector
· Highly accomplished in sales and lead generation
· Excellent communication and negotiation skills
· An understanding of KYC, AML, and PEPs is advantageous
· Outstanding academic performance
· Accuracy, diligence and a high level of attention to detail
· A mobile phone, a PC with internal or external webcam capability and reliable internet

The Commission :
All members of our global sales team are given a commission scheme ranging from 6.5% to 15% on successful transaction volumes (terms & conditions apply). Your commission earnings will increase with your performance growth.

Additional Benefits :
· Flexible working conditions such as working from home and selected hours
· Ongoing delivery of high-quality training and trade finance product knowledge
· Opportunity to learn and develop new skills
· Live support from our senior management team
· Expand your professional network by connecting with our professional LinkedIn followers
· Sales lead help for high-performing individuals

About Euro Exim Bank :
Headquartered in St. Lucia, West Indies, Euro Exim Bank is an award-winning international trade finance institution providing trade solutions for importers, contractors, and exporters. We have a Class ‘A’ international banking license from the Financial Services Regulatory Authority of St. Lucia (FSRA), a proud member of the Caribbean Association of Banks (CAB) and the International Chamber of Commerce (ICC). Working with a global network of partnerships, we currently have a representative office in London.

The successful candidate will take initiative and be a self-starter and enjoy being part of a dynamic team. This role would ideally suit a diligent and reliable individual who is a team player with well-developed interpersonal skills.

If you match this profile, please APPLY NOW with your résumé (English version) to -
hrteam@euroeximbank-sales.com

You're welcome to join our 40,000+ LinkedIn network and expand your professional contacts.

Euro Exim Bank Ltd
Registered Office (WI)
Office 2, 1st Floor,
La Place Creole Building,
Rodney Bay, Gros Islet,
St. Lucia, LC01 101,
West Indies

Representative Office (UK)
Suite 1C, 1 Oaks Court,
1 Warwick Rd, Borehamwood,
Hertfordshire,
WD6 1GS,
The United Kingdom.
+44 208 207 2868 (UK)
+1 758 450 8349 (WI)
info@euroeximbank.com

https://www.euroeximbank.com/",Euro Exim Bank
Wireless Support Engineer,Bangladesh,Remote,Full-time,null,"Staff4Me is currently seeking a knowledgeable and dedicated Wireless Support Engineer to join our team. As a Wireless Support Engineer, you will be responsible for providing technical support and troubleshooting assistance for wireless networks, ensuring the stable and optimal performance of wireless networks, and collaborating with clients and cross-functional teams to deliver reliable wireless solutions.
Responsibilities

Provide technical support and troubleshoot issues related to wireless networks for clients
Ensure the stable and optimal performance of wireless networks
Configure and manage wireless access points, controllers, and related network equipment
Analyze and resolve network connectivity and performance issues
Collaborate with network engineers and other stakeholders to integrate wireless networks with existing infrastructure
Stay up-to-date with the latest wireless technologies and solutions
Maintain documentation of network configurations, changes, and incidents
Provide training and technical guidance to clients and other team members
Conduct regular performance monitoring and reporting of wireless networks


Requirements

3-5 years of experience as a Wireless Support Engineer or similar role
Strong knowledge of wireless technologies, protocols, and standards
Experience in configuring and managing wireless access points, controllers, and related equipment
Previous experience working with Guestek is preferred
Solid understanding of network security principles and best practices
Proficient in conducting site surveys and performing network troubleshooting for wireless networks
Strong analytical and problem-solving skills
Excellent communication and interpersonal skills
Ability to work well in a team and collaborate effectively with stakeholders
Relevant certifications such as CWNP, CCNA Wireless, or similar are preferred
Bachelor's degree in a related field such as Computer Science or Network Engineering",CallTek
Business Intelligence Expert,APAC,Remote,Full-time,null,"Position: Business Intelligence Expert
Job Type: Full-Time
Location: 100% Remote work
Working Schedule: US (EST) Timezone

About the role:
As a Business Intelligence Expert at our client’s company, you will leverage your expertise in data analysis and reporting to transform raw data into actionable insights. Your primary responsibility will be to create dynamic reports and spreadsheets using Google Sheets and other tools, enabling our teams to make informed decisions that align with our business goals.

Key Responsibilities:
Develop, maintain, and optimize comprehensive reports and dashboards in Google Sheets to track key performance indicators (KPIs) and business metrics.
Analyze data trends and provide actionable insights to various departments, including sales, marketing, and inventory management.
Collaborate with cross-functional teams to gather data requirements and ensure alignment with business objectives.
Design and implement data collection systems and other strategies to optimize statistical efficiency and data quality.
Train and support team members in utilizing reporting tools and interpreting data.
Stay current with industry best practices in business intelligence and data analytics.

Qualifications:
Proven experience as a Business Intelligence Analyst, Data Analyst, or similar role.
Exceptional proficiency in Google Sheets, including advanced functions, formulas, and data visualization tools.
Strong analytical skills and attention to detail, with a knack for interpreting complex data sets.
Experience with data visualization software (e.g., Google Data Studio, Tableau) is a plus.
Excellent communication and presentation skills, with the ability to convey complex information clearly.
Strong problem-solving skills and the ability to work independently in a fast-paced environment.
Familiarity with e-commerce and retail data is an advantage.
Expert with Google Sheets and creating reports",Activate Talent
Wifi Support Engineer,Bangladesh,Remote,Full-time,null,"Staff4Me is currently looking for a skilled and dedicated Wifi Support Engineer to join our team. As a Wifi Support Engineer, you will be responsible for providing technical support and troubleshooting assistance for wifi-related issues. You will collaborate with clients and cross-functional teams to deliver reliable and high-performance wifi solutions.
Responsibilities

Provide technical support and troubleshoot wifi network issues for clients
Ensure the stable and optimal performance of wifi networks
Configure and manage wifi access points, controllers, and related network equipment
Perform site surveys to assess wifi coverage and identify potential issues
Analyze and resolve network connectivity and performance issues
Collaborate with network engineers and other stakeholders to integrate wifi networks with existing infrastructure
Stay up-to-date with the latest wifi technologies and solutions
Maintain documentation of network configurations, changes, and incidents
Provide training and technical guidance to clients and other team members
Conduct regular performance monitoring and reporting of wifi networks


Requirements

3-5 years of experience as a Wifi Support Engineer or similar role
Experience with Ruckus is a must
Previously worked with Guestek
Strong knowledge of wifi technologies, protocols, and standards
Experience in configuring and managing wifi access points, controllers, and related equipment
Solid understanding of network security principles and best practices
Proficient in conducting site surveys and performing network troubleshooting
Strong analytical and problem-solving skills
Excellent communication and interpersonal skills
Ability to work well in a team and collaborate effectively with stakeholders
Relevant certifications such as CWNP, CCNA Wireless, or similar are preferred
Bachelor's degree in a related field such as Computer Science or Network Engineering",CallTek
